Donor,Name,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Cluster 13,Cluster 14,Cluster 15,Cluster 16,Cluster 17,Cluster 18,Cluster 19,Cluster 20,Cluster 21,Cluster 22,Cluster 23,Cluster 24,Cluster 25,Cluster 26,Cluster 27,Cluster 28,Cluster 29,Cluster 30,Cluster 31,Cluster 32,Cluster 33,Cluster 34,Cluster 35,Cluster 36,Cluster 37,Cluster 38,Cluster 39,Cluster 40,Cluster 41,Cluster 42,Cluster 43,Cluster 44,Cluster 45,Cluster 46,Cluster 47,Cluster 48,Cluster 49,Cluster 50,Cluster 51,Cluster 52,Cluster 53,Cluster 54,Cluster 55,Cluster 56,Cluster 57,Cluster 58,Cluster 59,Cluster 60,Cluster 61,Cluster 62,Cluster 63,Cluster 64,Cluster 65,Cluster 66,Cluster 67,Cluster 68,Cluster 69,Cluster 70,Cluster 71,Cluster 72,Cluster 73,Cluster 74,Cluster 75,Cluster 76,Cluster 77,Cluster 78,Cluster 79,Cluster 80,Cluster 81,Cluster 82,Cluster 83,Cluster 84,Cluster 85,Cluster 86,Cluster 87,Cluster 88,Cluster 89,Cluster 90,Cluster 91,Cluster 92,Cluster 93,Cluster 94,Cluster 95,Cluster 96,Cluster 97,Cluster 98,Cluster 99,Cluster 100,Metacluster 1,Metacluster 2,Metacluster 3,Metacluster 4,Metacluster 5,Metacluster 6,Metacluster 7,Metacluster 8,Metacluster 9,Metacluster 10,Metacluster 11,Metacluster 12,Metacluster 13,Metacluster 14,Metacluster 15,Metacluster 16
CO247,FlowSOM_c10_Covid 19 Cytof Study 09 12 21_HKM_100222_00_1_CO247.fcs,1.108829569,0.503912537,0.041067762,0.210888507,1.3541262,0.085465342,1.573894223,3.214384816,0.905710639,1.26311116,0.892391365,1.030023864,0.795826627,0.574948665,1.682668295,0.118763527,0.221987902,0.669293524,0.927909429,0.679282979,0.755868805,0.366280038,0.490593263,0.639325157,0.449525501,0.134302681,0.295243909,0.083245463,0.233087297,0.824685055,0.426216771,0.398468283,0.872412454,0.718130862,0.525001387,0.241966813,0.207558688,0.223097841,0.708141406,2.106665187,0.603807093,0.449525501,0.751429047,0.479493868,0.295243909,0.694822132,0.088795161,0.153171652,1.147677452,1.858038737,2.204339863,0.329652034,0.663743826,0.322992397,0.416227316,0.110993951,0.072146068,0.086575282,0.910150397,0.289694212,0.042177701,0.074365947,0.334091792,0.336311671,0.241966813,0.227537599,0.410677618,0.304123425,0.387368888,0.274155059,0.520561629,1.0844109,0.398468283,0.511682113,0.198679172,0.202008991,0.041067762,0.083245463,0.209778567,0.116543648,0.713691104,0.896831123,0.115433709,0.513901992,0.527221266,0.162051168,0.227537599,0.064376491,0.427326711,0.396248404,0.860203119,0.109884011,0.287474333,0.774737777,0.375159554,0.267495421,0.087685221,0.340751429,0.579388423,0.601587213,8.950552195,5.883789333,5.677340585,1.26311116,5.668461069,0.962317554,5.398745768,4.913702203,0.295243909,1.310838559,7.660802486,0.45063544,1.388534325,4.185581886,0.513901992,0.287474333
CO146,FlowSOM_c10_Covid 19_Study_03 jan 2022_HKM_My Ha_U ant_240122_00_1_0_CO146.fcs,1.433905405,0.527365903,0.083616886,0.439609567,4.354701173,0.281482585,3.311559827,4.070734918,1.929811489,1.759266158,2.093733701,0.426363328,0.849415096,1.491029812,1.520005961,0.139085513,0.929720422,0.903227943,1.314689252,3.123628807,1.013337307,1.050592355,0.596908659,1.016648867,0.649893616,0.228497628,0.629196367,0.309630844,0.5687604,0.913162622,2.481186201,0.740133621,1.53739165,1.707109091,3.07147174,0.492594524,0.350197452,0.977738039,1.379264668,1.869375523,1.615213306,0.530677462,0.915646292,1.172292179,1.273294754,0.39241984,0.043050278,0.462790486,0.9644918,3.64602737,3.900189587,0.590285539,1.013337307,1.115995662,0.214423499,0.332811763,0.18461946,0.214423499,1.822185795,0.591941319,0.068714866,0.058780187,0.364271581,0.336123322,0.622573248,0.783183899,0.995123728,0.936343541,0.628368477,0.454511586,0.609327008,1.232728146,0.658172516,1.183054748,0.233464968,0.802225368,0.083616886,0.232637078,0.132462393,0.107625694,0.996779508,1.055559695,0.120044044,0.422223878,0.786495459,0.176340561,0.739305731,0.093551565,0.800569588,0.678869765,1.739396799,0.138257623,0.360960021,0.692943894,0.413117088,0.450372137,0.350197452,0.755035641,1.419831276,1.319656591,14.23308414,9.635811208,9.719428094,1.759266158,12.4390466,2.729553188,11.98701869,8.403910952,1.273294754,0.982705379,14.46820489,0.491766634,2.560663637,5.772048779,0.778216559,0.360960021
CO263,FlowSOM_c10_Covid 19_Study_05 jan 2022_HKM_My Ha_U ant_240122_0_1_0_CO263.fcs,0.455631993,1.765293411,4.584376087,2.397118072,3.436318134,0.150381003,5.154477202,1.786616091,0.920241956,0.471343441,2.604733635,0.417475619,1.78998283,2.174913306,0.74966052,0.086412964,3.179323734,0.411864388,0.702526176,1.151424692,0.47471018,1.470142638,0.545411696,0.327695916,0.560000898,0.354629827,0.501644091,0.487054889,1.539721907,0.542044957,2.094111574,0.584690316,0.561123144,0.327695916,2.585655448,2.474553065,0.874229858,0.205371071,2.819082676,0.259238893,2.21306968,0.200882086,0.634069153,1.280483015,2.413951766,0.823728776,0.058356807,0.193026362,0.17843716,0.603768503,1.346695546,0.723848856,0.540922711,1.490343071,0.26597237,0.056112314,0.06957927,0.084168472,0.170581436,1.015632891,0.075190501,0.015711448,0.017955941,0.11783586,0.191904115,0.481443658,0.198637593,0.160481219,0.24801643,1.396074382,0.065090285,0.159358973,0.210982302,0.106613397,0.203126578,0.608257488,1.172747371,0.382685984,0.234549474,2.208580695,2.684413121,0.263727878,0.232304982,0.151503249,0.094268688,0.170581436,0.922486449,0.970743039,0.460120978,2.917840349,2.79663775,1.98637593,0.691303714,0.291784035,0.415231127,0.977476517,1.910063182,0.409619895,0.536433726,1.016755137,20.85021379,10.76907538,5.115198581,0.471343441,11.12146072,2.261326271,9.194563839,4.787502665,2.413951766,1.204170267,11.57035923,0.10885789,7.539250564,7.955603937,0.443287284,0.691303714
CO213,FlowSOM_c10_Covid 19_Study_Cytof Fixed_211021_HKM_My Ha_Uant_00_1_0_CO213.fcs,0,0,0,0,0,0.083402836,0,0,0.250208507,0,0,0,0,0,0,0,0,0,0.083402836,0,0,0,0,0.166805671,0,0,0,0,0,0.166805671,0.083402836,0,0.083402836,0,0,0,0,0.083402836,0.083402836,0.083402836,0,0,0,0,0,0.083402836,0,0,0,0.083402836,0.083402836,0,0,0,0,0.083402836,0,0,0,0,0.500417014,0,0.083402836,0,0,0,0.166805671,0.500417014,0.250208507,0,3.669724771,0.750625521,0,0.083402836,0,0,0,0.083402836,0,0,1.251042535,1.584653878,0,0,0,0,0.083402836,0,0.417014178,0,1.417848207,0.083402836,0.250208507,0.250208507,0,0,0,0.250208507,0.333611343,0,0,0.083402836,0.58381985,0,0.250208507,0.083402836,0.166805671,0.166805671,0,0.166805671,2.418682235,0.58381985,0,8.757297748,0,0.250208507
CO215,FlowSOM_c10_Cytof_Covid samples_10 nov 2021_HKM_260122_03_1_0-002_CO215.fcs,1.653155567,1.455513868,0.211041136,0.842489615,6.719817768,0.149068739,1.480637813,4.629505561,1.140627094,1.586158381,1.090379204,1.39856626,2.493970253,1.438764572,2.463821519,0.180892403,0.792241726,0.353410157,0.658247354,0.549376926,1.311469918,0.874313279,0.527602841,1.164076109,0.832440038,0.14571888,0.375184242,0.417057484,0.515878333,0.72524454,1.668229934,1.035106526,1.210974139,1.92951896,1.30142034,0.217740855,0.331636071,0.326611282,0.785542007,0.757068203,1.219348787,0.715194962,0.53262763,1.128902586,0.437156639,0.177542543,0.028473804,0.142369021,0.810665952,1.525860914,1.390191612,0.472330162,0.986533566,0.383558891,0.123944794,0.269663674,0.123944794,0.14404395,0.365134664,0.631448479,0.257939167,0.056947608,0.328286212,0.758743133,1.3499933,1.01165751,1.11047836,1.5928581,0.410357765,0.090446201,1.500736969,1.718477824,0.38690875,3.210840145,0.961409621,1.390191612,0.226115503,0.403658046,0.133994372,0.073696905,1.854147126,1.393541471,0.164143106,1.227723436,2.033364599,0.350060297,0.837464826,0.237840011,0.43548171,0.110545357,1.130577516,0.509178614,0.368484524,0.706820314,0.777167359,0.715194962,0.460605655,0.798941444,0.566126223,0.139019161,21.07898968,7.585756398,4.346442449,1.586158381,9.865335656,1.5928581,7.870494439,4.118652017,0.437156639,0.599624816,21.97507705,0.643172987,0.413707624,8.10665952,0.551051856,0.368484524
CO245,FlowSOM_c10_Cytof_Covid samples_15 nov 2021_HKM_260122_00_1_0_CO245.fcs,0.470882183,0.20180665,0,0.048049202,1.576013838,0.144147607,0.893715164,1.066692293,1.921968095,1.20123006,0.576590429,0.221026331,0.4036133,0.624639631,0.384393619,0.182586969,0.057659043,0.586200269,0.960984048,0.490101864,0.768787238,0.672688833,0.297905055,0.778397079,0.144147607,0.057659043,0.067268883,0.028829521,0.230636171,1.105131655,0.941764367,0.701518355,0.845665962,1.239669421,0.884105324,0.096098405,0.067268883,0.028829521,0.730347876,0.980203729,1.652892562,0.249855852,0.39400346,0.788006919,0.60541995,0.384393619,0.163367288,0.048049202,0.759177398,3.248126081,2.075725543,0.317124736,0.538151067,0.153757448,0.269075533,0.41322314,0.259465693,0.134537767,0.39400346,0.297905055,0.345954257,0.048049202,0.336344417,0.778397079,1.249279262,1.441476071,2.642706131,2.488948683,1.374207188,0.096098405,1.028252931,1.124351336,0.711128195,3.469152412,0.864885643,1.883528733,0.124927926,0.653469152,0.182586969,0.057659043,1.268498943,0.730347876,0.076878724,2.152604267,3.411493369,0.345954257,1.691331924,0.269075533,2.62348645,0.134537767,0.490101864,0.182586969,0.634249471,1.80665001,1.037862771,0.739957717,0.691908514,1.518354795,1.970017298,0.124927926,5.275802422,2.931001345,5.689025562,1.20123006,6.198347107,0.240246012,6.630789929,5.429559869,0.60541995,1.230059581,35.80626562,0.730347876,0.41322314,4.824139919,0.788006919,0.634249471
PT068,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 011121 HKM_PT068.fcs,0.504638917,1.42615346,0.319709127,0.275827482,1.106444333,0.090897693,1.059428285,0.745987964,1.416750251,1.821088265,2.560807422,0.432547643,0.623746239,1.673771314,0.300902708,0.028209629,0.495235707,0.655090271,1.316449348,0.858826479,1.438691073,2.770812437,0.589267803,0.745987964,0.369859579,0.128510532,0.382397192,1.137788365,2.889919759,1.344658977,4.388164493,1.9527332,0.796138415,0.780466399,2.491850552,0.720912738,0.899573721,0.354187563,1.410481444,2.379012036,3.918004012,0.561058175,0.868229689,2.11885657,1.285105316,0.532848546,0.131644935,0.288365095,0.347918756,2.128259779,1.736459378,0.755391174,0.836885657,1.473169509,0.288365095,0.106569709,0.072091274,0.134779338,0.454488465,2.482447342,0.162988967,0.025075226,0.037612839,0.172392177,0.197467402,0.426278837,0.470160481,0.551654965,0.347918756,0.561058175,0.582998997,0.379262788,0.159854564,0.385531595,0.238214644,0.67389669,0.379262788,0.529714142,0.241349047,0.338515547,3.413365095,1.209879639,0.285230692,0.398069208,0.589267803,0.257021063,1.184804413,0.658224674,0.871364092,0.789869609,2.272442327,1.946464393,0.492101304,0.5861334,0.582998997,0.601805416,0.890170512,0.833751254,0.943455366,1.780341023,10.66323972,3.074849549,10.20561685,1.821088265,12.38089268,3.062311936,15.6218656,6.823595787,1.285105316,1.059428285,13.21777834,0.225677031,3.469784353,9.80441324,0.445085256,0.492101304
PT058,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 021221 HKM_PT058.fcs,2.869294504,1.465901848,0.30396627,0.442467029,2.22091484,0.116438692,1.322498407,1.198705692,0.334608031,0.61160955,0.709663186,1.724518312,0.794234446,0.426533314,1.427906065,0.078442908,0.491493847,0.231651713,0.216943668,0.585870471,1.180320635,0.676570084,0.399568564,0.464529097,0.496396529,0.286806883,0.126244055,0.063734863,0.355444428,0.345639065,1.630141688,0.740304947,0.364024121,0.655733686,0.517232926,0.285581213,0.113987351,0.050252488,0.452272393,0.812619503,1.22076776,0.589547482,0.36034711,0.36034711,0.519684267,2.30303476,0.718242879,0.077217238,0.404471246,0.83223023,1.22076776,0.316222974,0.645928323,0.52703829,0.674118743,0.349316076,0.299063588,0.207138305,1.029563171,0.503750552,0.08211992,0.034318772,0.399568564,0.38853753,0.246359759,0.218169339,0.47065745,0.549100358,0.507427563,0.546649017,0.240231407,0.489042506,0.397117223,0.594450164,0.245134088,0.352993087,0.258616463,0.197332941,0.311320292,0.745207629,1.061430603,0.301514929,0.175270873,0.440015689,0.47065745,0.174045203,0.520909938,0.492719518,0.743981958,0.965828308,0.30641761,0.25003677,0.180173555,0.838358582,0.491493847,0.419179291,0.484139824,0.577290778,0.861646321,1.673040153,13.56572045,3.439231259,2.651125165,0.61160955,4.867137324,0.431435995,6.890719223,3.222287591,0.519684267,4.044712458,11.36073932,0.516007256,3.930725107,2.648673825,0.572388096,0.180173555
PT001,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 04112021 HKM-002_PT001.fcs,0.953324254,0.532375882,0.018008486,0.049523338,1.000596531,0.150821074,0.66518847,1.393406643,2.400756356,4.588787466,1.132283589,0.424324963,0.24986775,0.599907707,0.389433521,0.231859264,0.180084865,0.534626943,2.158767319,0.840771213,1.749074251,1.005098653,0.381554808,0.680945896,0.302767679,0.159825318,1.109772981,0.513241865,2.462660529,5.105405923,2.569585917,0.917307281,0.694452261,1.376523687,2.085607843,0.243114568,1.199815413,0.586401342,9.668306189,2.029331322,3.180748928,0.604409828,0.342161243,0.922934933,1.323623758,0.317399575,0.033765912,0.207097595,1.869506005,3.217891431,2.919625874,0.723716051,0.855403109,0.545882247,0.301642149,0.22172949,0.135063649,0.140691301,0.650556575,0.738347946,0.269001767,0.054025459,0.27575495,0.55488649,0.621292784,0.689950139,1.13678571,1.178430335,0.308395331,0.258871993,0.411944129,0.399563294,0.300516618,1.584746812,0.432203676,1.397908765,0.076536068,0.514367396,0.047272277,0.091167963,1.646650984,0.501986561,0.096795615,0.834018031,2.32872241,0.213850777,1.337130123,0.148570014,0.60891195,0.453588754,0.659560818,0.189089108,0.13731471,0.897047734,0.679820365,0.791247876,0.656184227,1.085011312,1.374272626,1.283104663,7.098720272,3.155987259,14.99769266,4.588787466,8.194986888,3.616329195,12.31667924,16.14460815,1.323623758,0.874537126,19.77331818,0.598782176,2.086733373,3.808794895,0.397312233,0.13731471
PT020,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 08112021 HKM-001_PT020.fcs,0.985809368,2.062036921,0.17958056,0.15320859,1.979153585,0.099208841,0.727112897,0.776089414,2.327012433,5.178952656,3.258822052,0.502323245,0.649252794,2.509104609,0.602787894,0.043953284,0.361672736,0.458369961,1.25078488,0.640462137,2.190129348,2.119804094,0.377998242,0.840135627,0.491020972,0.131859852,0.249905814,0.160743438,1.082506593,1.332412407,3.886726108,0.905437649,0.604043702,0.620369208,2.158734145,0.573904307,0.128092427,0.062790406,1.344970489,0.572648499,2.833103102,0.306417179,0.386788899,1.082506593,0.973251287,0.290091674,0.012558081,0.033906819,0.300138139,0.791159111,2.259198794,0.389300515,0.82506593,0.747205827,0.203440914,0.281301017,0.182092176,0.119301771,1.038553309,0.508602286,0.15320859,0.037674243,0.116790154,0.35916112,0.685671229,1.15785508,1.149064423,1.169157353,0.44581188,0.341579807,0.951902549,0.400602788,0.140650509,0.971995479,0.462137385,1.825944996,0.249905814,0.821298506,0.135627276,0.203440914,3.414542258,0.982041944,0.145673741,0.595253045,1.529574281,0.300138139,1.995479091,0.534974256,0.874042446,0.742182594,1.665201557,0.884088911,0.221022228,0.695717694,0.906693457,1.216878061,1.520783624,1.539620746,1.927665453,2.966218762,15.07220897,2.466407133,7.20582695,5.178952656,9.387165641,0.635438905,12.1524551,3.983423333,0.973251287,0.787391687,23.37184478,0.307672988,4.253422077,8.298380008,0.28632425,0.221022228
PT019,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 131221 HKM_PT019.fcs,2.261373844,1.873709756,0.677624218,1.996627638,6.711631498,0.017334573,0.46172999,4.059441827,0.980191311,0.565737428,1.95565501,1.336337993,2.343319098,3.79311975,2.915360008,0.039396757,1.426162598,0.233228801,0.584647872,4.730762564,0.948673905,0.789511007,0.561009818,1.169295744,1.560111572,0.069338292,0.816300802,0.479064563,0.302567093,0.244259893,1.763398837,0.786359267,0.868304521,1.558535701,2.043903746,0.360874293,0.816300802,0.464881731,0.425484974,0.167042249,1.030619159,0.540523504,0.69023118,0.769024694,1.260696219,0.28680839,0.009455222,0.233228801,0.206439006,0.167042249,1.162992262,0.395543439,0.849394078,0.431788455,0.121342011,0.1166144,0.17176986,0.159162898,1.241785776,0.297839482,0.061458941,0.026789795,0.11503853,0.17176986,0.332508628,0.466457601,0.378208866,0.351419071,0.354570812,0.926611721,0.143404195,0.40342279,0.28680839,0.389239958,0.45700238,0.876183873,0.647682683,0.45857825,0.389239958,0.838362986,1.78073341,1.175599225,0.133948973,0.501126747,0.40184692,0.308870574,0.734355548,0.925035851,0.665017256,1.703515767,3.44485242,1.388341712,0.406574531,0.534220023,0.682351829,0.885639094,1.211844241,0.557858077,0.767448824,4.968718975,26.81343272,6.237294546,7.00947098,0.565737428,10.44014057,2.809776699,6.960619002,2.338591487,1.260696219,0.534220023,13.77940968,0.203287265,8.437209449,8.336353751,0.420757363,0.406574531
CO153,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 151221 HKM_CO153.fcs,2.488452748,1.636593201,0.474675958,1.689334974,8.724767856,0.142242964,4.240118909,5.358883792,0.869440138,0.684044815,1.679745561,1.021272515,2.122456808,1.091594879,2.927967524,0.094295897,2.311048602,0.306861225,0.537007144,0.650481868,1.077210759,0.572168326,0.386773003,0.38038006,0.80071601,0.10068884,0.431523598,0.361201234,0.971727213,0.855056018,1.572663779,0.417139478,0.353210056,0.877431316,2.01377679,0.188591795,0.426728891,0.083108248,0.746376001,0.840671898,1.911489715,0.354808292,0.532212437,0.858252489,2.127251514,0.188591795,0.009589413,0.051143538,0.335629465,2.446898624,2.312646838,0.308459461,0.775144241,0.644088926,0.123064137,0.182198852,0.16142179,0.206172386,0.52422126,0.810305423,0.05753648,0.027170004,0.111876488,0.202975915,0.343620643,0.610525979,0.811903658,0.722402468,0.532212437,0.706420112,0.258914159,0.50983714,0.348415349,0.485863607,0.342022407,1.027665457,0.322843581,0.578561268,0.351611821,0.52422126,1.874730298,0.877431316,0.222154741,0.513033611,0.818296601,0.225351212,1.642986143,0.749572472,1.144336652,1.432019051,2.293468011,0.791126596,1.110773706,0.839073663,0.736786588,0.986111333,1.38567022,1.093193115,1.16671195,0.979718391,24.93407278,12.45345139,4.72438428,0.684044815,7.064201122,1.353705509,8.296440729,4.863430772,2.127251514,0.503444198,18.00092698,0.196582972,3.642378814,6.60550752,0.570570091,1.110773706
PT002,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 171121 HKM_PT002.fcs,0.095884349,0.029502877,0,0,0.036878596,0.014751438,0.036878596,0.029502877,0.523676058,0.449918867,0.464670305,0.029502877,0,0.036878596,0,0.022127157,0,0.125387225,0.560554654,0.132762944,0.213895855,0.206520136,0.228647293,0.265525889,0.066381472,0.044254315,0.036878596,0.022127157,0.25815017,0.781826228,0.50892462,0.272901608,0.50892462,0.390913114,0.50892462,0.125387225,0.029502877,0.022127157,0.435167429,0.199144417,1.157987904,0.147514383,0.177017259,0.354034518,0.125387225,0.08113291,0.007375719,0,0.162265821,0.08850863,1.674288243,0.191768697,0.184392978,0.095884349,0.16964154,0.538427497,0.265525889,0.177017259,0.685941879,0.022127157,0.147514383,0.036878596,0.280277327,0.774450509,2.183212863,3.068299159,4.366425727,3.333825048,1.335005163,0.08850863,0.862959139,0.715444756,0.560554654,3.946009736,1.379259478,5.819442396,0.309780204,2.072577076,0.494173182,0.08850863,1.711166839,0.803953385,0.125387225,3.046172002,5.502286473,1.563652456,5.126124797,0.958843487,3.894379702,0.213895855,1.121109308,0.368785957,0.604808969,1.917686974,2.485617348,2.765894675,3.127304912,2.662634607,1.991444166,0.051630034,0.907213453,0.228647293,2.456114471,0.449918867,2.876530462,0.110635787,4.233662782,1.394010916,0.125387225,0.796577666,64.56704529,0.464670305,0.442543148,5.583419383,0.685941879,0.604808969
CO197,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 201221 HKM_CO197.fcs,1.056359162,0.848288418,0.478162575,0.832282976,1.914650981,0.076025849,0.60420543,0.804273453,3.019026469,9.17111818,1.842626493,0.69623672,0.924314267,1.762599284,1.112378209,0.042014285,0.526178901,0.43214693,1.722585679,2.550867295,0.69223536,0.86229318,0.682231959,0.472160535,0.524178221,0.08802993,1.648560511,0.474161215,1.106376168,0.654222436,1.352459836,0.766260529,0.824280255,0.900306104,1.454494528,0.476161895,1.566532621,0.146049657,1.020346918,0.340115639,1.336454394,0.476161895,0.718244203,0.800272093,1.706580237,0.330112238,0.040013605,0.142048296,0.396134686,0.508172779,1.980673429,0.426144889,0.422143529,0.542184343,0.232078907,0.396134686,0.306104075,0.268091151,1.316447592,0.396134686,0.102034692,0.036012244,0.272092511,0.458155773,0.846287738,0.842286377,0.60420543,0.646219715,0.598203389,2.648900626,0.152051698,0.562191145,0.678230598,0.970329912,0.916311546,0.994338075,1.056359162,0.530180261,0.714242843,2.400816278,1.290438749,0.616209511,0.426144889,0.820278895,0.720244883,0.412140128,0.808274813,1.062361203,0.642218354,3.391152992,1.824620371,0.830282296,0.338114959,0.870295901,1.266430586,1.172398616,1.118380249,1.20841086,1.184402697,2.772942801,12.16013445,2.484844847,9.393193686,9.17111818,7.802652902,3.9773523,7.302482844,3.63723666,1.706580237,0.998339435,21.03715263,0.410139447,11.2138127,5.27579377,1.104375488,0.338114959
PT022,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 221121 HKM_PT022.fcs,1.778926185,2.713110885,0.300628587,0.397525404,3.023677607,0.238515243,2.422420433,1.858431265,2.027379562,1.600039753,4.454769063,0.665855052,0.884494025,2.85472931,0.71057666,0.03975254,0.95406097,0.283236851,0.658401451,1.175184477,1.721781908,1.860915799,0.382618202,0.442247012,0.531690228,0.124226689,0.69070039,0.22360804,0.857164153,0.71057666,3.528037964,0.757782802,0.196278168,0.457154215,2.340430818,0.434793411,0.752813735,0.047206142,0.715545728,0.260876047,4.862232602,0.402494472,0.236030709,0.718030262,0.966483639,0.159010162,0.007453601,0.024845338,0.13168029,0.208700837,1.90066834,0.573927303,0.824865214,0.648463316,0.163979229,0.198762702,0.226092574,0.168948297,0.367710999,0.124226689,0.069566946,0.014907203,0.089443216,0.211185371,0.439762479,0.877040423,1.048473254,0.959030038,0.48696862,0.278267783,0.496906755,0.31553579,0.238515243,0.544112897,0.529205695,1.654699496,0.481999553,1.080772193,0.20373177,0.226092574,2.422420433,1.684513901,0.285721384,0.732937464,0.919277498,0.481999553,2.01247236,1.093194862,1.356555442,0.477030485,2.238564933,1.721781908,1.080772193,0.633556113,0.89443216,1.180153544,1.995080623,1.393823449,0.991328977,1.483266665,19.50607469,5.796417302,5.68958235,1.600039753,7.724415513,1.739173644,13.49847201,1.547864543,0.966483639,0.529205695,22.5968347,0.173917364,2.464657507,8.87972372,0.524236627,1.080772193
CO166,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 221221 HKM_CO166.fcs,2.508758419,2.807032767,0.969662787,2.243023092,10.07191123,0.301528249,5.043548055,4.6780264,1.014132781,0.735381845,2.095512869,1.478356129,3.12049199,4.561970563,2.63132206,0.181133876,2.323286007,0.387214335,0.516285779,3.656301181,1.379654436,1.722398777,0.836252806,0.797205983,0.675726976,0.138833151,0.810221591,0.547740165,0.6605421,0.503270171,1.53584173,0.509777975,0.455546276,0.544486263,1.190928121,0.535809191,0.835168173,0.134494615,1.137781056,0.345998243,1.604173672,0.334067269,0.295020445,0.481577492,0.958816447,0.465307982,0.047723896,0.151848759,0.425176524,0.904584748,1.484863933,0.284174105,0.535809191,0.651865028,0.165949001,0.297189713,0.336236537,0.19848802,0.349252145,0.421922622,0.163779733,0.028200484,0.154018027,0.305866785,0.427345792,0.69850429,0.772259401,0.773344035,0.387214335,0.427345792,0.339490439,0.506524073,0.254888988,0.597633329,0.238619478,0.733212577,0.172456804,0.349252145,0.129071445,0.248381184,2.700738636,0.958816447,0.23645021,0.324305563,0.509777975,0.120394373,0.764666963,0.292851177,0.520624315,0.62257991,2.437172576,0.831914271,0.464223348,0.329728733,0.380706531,0.379621897,0.527132119,1.013048147,0.630172348,0.672473074,33.86769635,12.91473692,6.696530256,0.735381845,7.673785481,2.479473302,6.940572904,3.238717095,0.958816447,0.976170591,11.91253512,0.345998243,1.97077996,7.774656442,0.491339198,0.464223348
PT003,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 241121 HKM_PT003.fcs,2.706456883,1.884385893,0.089108651,0.228886928,3.897193077,0.103086479,0.81595569,2.522997895,1.873902522,1.000288293,2.110651978,0.847405803,0.784505578,1.516594302,0.863130859,0.056784925,0.370412433,0.622886946,1.667729564,1.396909153,1.856430238,1.21257655,0.504949025,1.236164135,0.938261682,0.299649681,0.332847021,0.161618632,0.511937938,1.187241738,1.824980125,0.83866966,0.82207099,1.529698516,2.333423607,0.381769418,0.421955673,0.147640805,1.893122035,3.221015664,1.494753947,0.429818201,0.41933483,0.813334848,0.663946814,1.434474565,0.283924625,0.209667415,1.5532861,8.154315217,0.86138363,0.371286048,0.954860353,0.490097583,0.33459425,0.256842583,0.207920187,0.167733932,0.880603143,1.557654171,0.05154324,0.023587584,0.145019962,0.432439044,0.539893594,0.424576516,0.78275835,0.965343724,0.93564084,0.290039924,1.007277207,1.42311758,0.335467864,1.208208479,0.350319306,1.055325989,0.123179606,0.387011104,0.214035486,0.202678501,1.403024452,1.340997842,0.365170748,0.726847039,1.278971232,0.185206217,1.009898049,0.296155224,1.360217355,0.522421309,1.330514471,0.729467882,0.687534399,0.785379192,0.570470092,0.546008893,0.511064324,0.568722863,1.009024435,0.822944604,16.78475019,4.492124368,9.858736579,1.000288293,10.49123328,1.273729547,7.265849546,14.03898067,0.663946814,2.309836023,16.64235107,0.220150786,1.838084339,7.234399434,0.700638612,0.687534399
PT015,FlowSOM_c11_COVID-19 STUDY CyTOF FIXED 281021 HKM_PT015.fcs,0.005966587,0,0,0,0,0,0,0,0.005966587,0.023866348,0.005966587,0,0,0,0,0.005966587,0,0.005966587,0,0,0,0.005966587,0,0.011933174,0,0.005966587,0,0,0,0.005966587,0,0.005966587,0.017899761,0.005966587,0,0,0,0,0,0,0,0.005966587,0.005966587,0,0,0,0,0,0,0,0.011933174,0,0,0,0,0,0,0,0,0,0.011933174,0.005966587,0,0,0.005966587,0,0,0.011933174,0,0,0.1849642,0.029832936,0.011933174,0.017899761,0,0.005966587,0,0,0,0,0,0.119331742,0,0,0,0,0,0,0.011933174,0,0,0,0.029832936,0,0,0,0,0,0,0,0.011933174,0.011933174,0.011933174,0.023866348,0.053699284,0,0.023866348,0,0,0,0.053699284,0.017899761,0,0.334128878,0.011933174,0.029832936
